Compound ID;InChIKey;SMILES;logS;logP;MW
C9;CSHWQDPOILHKBI-UHFFFAOYSA-N;c1cc2cccc3c2c(c1)c1cccc2c1c3ccc2;-8,8;5,74;252,31
C1821;UWWYQKBJJBZVHJ-UHFFFAOYSA-N;C(=C\C=[N+]1CCCC1)/C=C/N1CCCC1.C(=C\C=[N+]1CCCC1)/C=C/N1CCCC1.OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.O.O.O.O;-8,778;7,99;871,07
C1822;BVWDWBBIQPIAHW-UHFFFAOYSA-N;OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.C/C(=C\C=C\N1CCCC1)/C=[N+]1CCCC1.C/C(=C\C=C\N1CCCC1)/C=[N+]1CCCC1.O.O;-8,774;8,89;863,09
C1823;FCKJYANJHNLEEP-SRLFHJKTSA-N;O[C@H]1CCC(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](CCC(C(O)(C)C)O)C)C)/C1;-8,731;5,7;416,64
C1824;GMRQFYUYWCNGIN-NKMMMXOESA-N;O[C@H]1C[C@H](O)C(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](CCCC(O)(C)C)C)C)/C1;-8,724;5,7;416,64
C10;CTVRBEKNQHJPLX-UHFFFAOYSA-N;Clc1cc(Cl)c(c(c1)Cl)c1cc(Cl)cc(c1Cl)Cl;-8,71;7,27;360,88
C11;ICOAEPDGFWLUTI-UHFFFAOYSA-N;Clc1cc(Cl)cc(c1c1c(Cl)cc(cc1Cl)Cl)Cl;-8,71;7,27;360,88
C1825;XBZKJGBIPSQKAU-UHFFFAOYSA-N;Brc1ccc2c(c1)C(=O)c1c3c2ccc(c3ccc1)Br;-8,695;5,58;388,05
C1826;GTWNJZNRBRCACB-UHFFFAOYSA-N;OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.CCN(CCCC(Nc1cc(OC)cc2c1NCCC2)C)CC;-8,688;8,58;707,85
C1827;IPPMKVWUPMOGFL-UHFFFAOYSA-N;OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.CCN(CCCC(Nc1cc(OC)cc2c1nccc2)C)CC;-8,686;8,63;703,82
C1828;BBMULGJBVDDDNI-OWKLGTHSSA-N;CC[C@@H](C(=O)[C@H]([C@H]([C@@H](CCc1ccc(c(c1C(=O)O)O)C)C)O)C)[C@H]1O[C@](C[C@@H]1C)(CC)[C@H]1CC[C@]([C@@H](O1)C)(O)CC;-8,679;5,84;590,79
C12;LHRCREOYAASXPZ-UHFFFAOYSA-N;c1ccc2c(c1)c1cc3ccc4c(c3cc1cc2)cccc4;-8,659;6,3;278,35
C1829;LEQYZWFWTZQBAZ-UHFFFAOYSA-N;Cc1cc(C)cc(c1CNCC1CCC(CC1)CNCc1c(C)cc(cc1C)C)C.Cl.Cl;-8,659;8,61;479,57
C13;LKHLFUVHHXCNJH-UHFFFAOYSA-N;Clc1cc(Cl)c(cc1c1c(Cl)ccc(c1Cl)Cl)Cl;-8,649;7,27;360,88
C14;FZFUUSROAHKTTF-UHFFFAOYSA-N;Clc1ccc(c(c1c1c(Cl)ccc(c1Cl)Cl)Cl)Cl;-8,649;7,27;360,88
C1830;BAYNABZLZVULMV-UHFFFAOYSA-N;Clc1ccccc1CNCCCCCCCCCCCNCc1ccccc1Cl.Cl.Cl;-8,638;9,77;508,4
C1831;FCFNRCROJUBPLU-UYBNATROSA-N;C[C@@H]1OC(=O)C(NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@@H](OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC1=O)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C;-8,624;4,32;1111,32
C15;IFLREYGFSNHWGE-UHFFFAOYSA-N;c1ccc2c(c1)cc1c(c2)cc2c(c1)cccc2;-8,6;5,15;228,29
C16;BQHCQAQLTCQFJZ-UHFFFAOYSA-N;Clc1cc(Cl)c(c(c1)c1cc(Cl)c(cc1Cl)Cl)Cl;-8,6;7,27;360,88
C17;RVWLHPJFOKUPNM-UHFFFAOYSA-N;Clc1cccc(c1Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl;-8,6;7,27;360,88
C18;YREQHYQNNWYQCJ-UHFFFAOYSA-N;CCOc1ccc(cc1)C(COCc1cccc(c1)Oc1ccccc1)(C)C;-8,6;6,37;376,49
C1832;NEQZNVCTZFSAIO-UHFFFAOYSA-N;OC(c1ccccc1)(c1cccc(n1)C(c1ccccc1)(Cc1ccccc1)O)Cc1ccccc1;-8,587;6,04;471,59
C1833;MOFVSTNWEDAEEK-UHFFFAOYSA-M;[O-]S(=O)(=O)CCCCN1c2ccc3c(c2C(/C/1=C\C=C\C=C\C=C\C1=[N+](CCCCS(=O)(=O)[O-])c2c(C1(C)C)c1ccccc1cc2)(C)C)cccc3.[Na+];-8,58;10,56;774,96
C19;MVWHGTYKUMDIHL-UHFFFAOYSA-N;Clc1cc(Cl)c(cc1c1cc(Cl)c(cc1Cl)Cl)Cl;-8,56;7,27;360,88
C1834;IUUDHOBDQKMUFS-UHFFFAOYSA-N;BrCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)c1ccccc1)CCBr;-8,552;6,17;503,23
C1835;PXUVKPNONSFCNO-UHFFFAOYSA-N;N#CC(C(C)C)(Cc1cccc2c1cccc2)CC[NH+](CC=C(C)C)CC=C(C)C.[Cl-];-8,531;2,76;439,08
C1836;HHQKNFDAEDTRJK-LIOWZGMGSA-N;CCC(=O)[C@H]([C@H]([C@@H](C[C@H]([C@H]1OC(=O)C[C@@]2(O)CC=C([C@H](O2)/C(=C/CCC[C@H](/C=C/[C@@H](C[C@H]1C)C)O[C@@H]1O[C@H](C)[C@H]([C@@H](C1)OC(=O)N)O)/C)C)C)C)O)C;-8,526;6,74;749,97
C1837;MJNIWUJSIGSWKK-UHFFFAOYSA-N;CCCC(=O)OCC(C(C(Cn1c2cc(C)c(cc2nc2c1nc(=O)[nH]c2=O)C)OC(=O)CCC)OC(=O)CCC)OC(=O)CCC;-8,512;3,73;656,72
C1838;DTUFJJOVXZRLNG-UHFFFAOYSA-L;NC1CCCCCCC1.NC1CCCCCCC1.[Cl-].[Cl-].[Pt+2];-8,493;-0,48;520,44
C20;HAXBIWFMXWRORI-UHFFFAOYSA-N;c1ccc2c(c1)cc1c(c2)c2c3c1cccc3ccc2;-8,489;5,64;252,31
C1839;JVKYZPBMZPJNAJ-OQFNDJACSA-N;O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3C[C@H]3[C@@H]2[C@H](C)[C@@H]2N3C[C@H](CC2)C)C)C1)C;-8,481;5,59;397,64
C1840;HKYGTNQCXCKJAW-UHFFFAOYSA-L;CC[N+]1(CCCCCCCCCC[N+]2(CC)CCCCC2)CCCCC1.[Br-].[Br-];-8,47;0,07;526,48
C1841;ROPXFXOUUANXRR-YPKPFQOOSA-N;CCCCC(COC(=O)/C=C\C(=O)OCC(CCCC)CC)CC;-8,463;5,06;340,5
C1842;AQJLRRRVSDFMAQ-UHFFFAOYSA-M;COc1cc(C[N+]2(CCCCC2)CCOCCC2CCC3CC2C3(C)C)c(cc1OC)Br.[Br-];-8,456;3,41;589,44
C1843;SREQLAJQLXPNMC-DXYSAURFSA-N;COC(=O)/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C)\C;-8,444;5,69;314,46
C1844;BXDAOUXDMHXPDI-UHFFFAOYSA-N;CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F.Cl.Cl;-8,443;6,49;480,42
C1845;HTFJZNJYLBRWHS-UHFFFAOYSA-N;Clc1cccc(c1CNCC1CCC(CC1)CNCc1c(Cl)cccc1Cl)Cl.Cl.Cl;-8,436;9,37;533,19
C1846;WAGUALLVPHOILS-UHFFFAOYSA-N;Clc1ccc(cc1Cl)CNCC1CCC(CC1)CNCc1ccc(c(c1)Cl)Cl.Cl.Cl;-8,436;9,37;533,19
C1847;ZAWVEQPFRDHWIY-UHFFFAOYSA-N;Clc1ccc(c(c1)Cl)CNCC1CCC(CC1)CNCc1ccc(cc1Cl)Cl.Cl.Cl;-8,436;9,37;533,19
C21;VQQKIXKPMJTUMP-UHFFFAOYSA-N;Clc1cccc(c1Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl;-8,42;7,27;360,88
C1848;IVTJRTIQLPWTJP-BJFQDICYSA-N;CCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCC)CCCC.[Cl-];-8,414;2,32;405,02
C1849;MZXYOYJKGHWUEO-BJFQDICYSA-N;CCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCC)CCC.[Cl-];-8,414;2,32;405,02
C1850;PSICOFASYZDHQP-UHFFFAOYSA-N;C=CCN(CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)CC=C;-8,411;6,44;404,49
C22;LXMQMMSGERCRSU-UHFFFAOYSA-N;FC(c1cccc(c1)C(n1cncn1)(c1ccccc1)c1ccccc1)(F)F;-8,399;5,14;379,38
C23;OWZREIFADZCYQD-HBFSDRIKSA-N;N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@@H]1[C@H](C1(C)C)C=C(Br)Br;-8,399;6,49;505,2
C24;DCAYPVUWAIABOU-UHFFFAOYSA-N;CCCCCCCCCCCCCCCC;-8,399;6,49;226,44
C25;GLDOVTGHNKAZLK-UHFFFAOYSA-N;CCCCCCCCCCCCCCCCCCO;-8,399;6,24;270,49
C1851;MDLAAYDRRZXJIF-UHFFFAOYSA-N;Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)(O)c1ccc(c(c1)C(F)(F)F)Cl;-8,385;7,47;523,97
C1852;LAYLQVBQIBQVLL-UHFFFAOYSA-N;CCOC(=O)CCCCCCCCC(c1ccc(cc1)I)C;-8,376;6,08;416,34
C1853;BTVYFIMKUHNOBZ-ODRIEIDWSA-N;CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C2=O)c2C(=O)C=C(C(=O)c2c(c3C)O)NC(=O)/C(=C\C=C\[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]1C)OC(=O)C)C)O)C)O)C)/C;-8,374;3,96;695,75
C1854;CNEOZRIZTKXNDU-UHFFFAOYSA-N;[O-]C(=O)C(=O)[O-].Clc1cccc(c1)C1(CC[NH+](CC1)C(CCC(=O)c1ccccc1)F)C(=O)[NH+]1CCCC1;-8,372;2,05;547,02
C1855;GAOZTHIDHYLHMS-KEOBGNEYSA-N;CO[C@H]([C@@H]([C@H]1O[C@@]2(CC[C@@](O2)(C)[C@H]2CC[C@@](O2)(CC)[C@@H]2O[C@H](C[C@@H]2C)[C@H]2O[C@@](O)(CO)[C@@H](C[C@@H]2C)C)C[C@@H]([C@H]1C)O)C)[C@@H](C(=O)O)C;-8,349;4,27;670,87
C1856;JYYFMIOPGOFNPK-AGRJPVHOSA-N;CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC;-8,334;6,14;306,48
C26;HMSWAIKSFDFLKN-UHFFFAOYSA-N;CCCCCCCCCCCCCCCCCCCCCCCCCC;-8,329;10,39;366,71
C1857;JFJZZMVDLULRGK-URLMMPGGSA-O;COc1cc2CCN([C@@H]3c2cc1Oc1cc(ccc1O)C[C@@H]1c2c(CC[N+]1(C)C)cc(c(c2Oc1ccc(C3)cc1)O)OC)C;-8,327;6,6;609,73
C27;RPUMZMSNLZHIGZ-UHFFFAOYSA-N;Clc1cc(Cl)c(cc1c1ccc(c(c1Cl)Cl)Cl)Cl;-8,319;7,27;360,88
C1858;PZHBZYPUUCYOIA-UHFFFAOYSA-N;CN(c1ccc2c(c1)cccc2)C(=S)Oc1ccc2c(c1)cccc2;-8,313;5,79;343,44
C1859;IECPWNUMDGFDKC-MZJAQBGESA-N;CC(=O)O[C@H]1C[C@]2([C@H](/C/1=C(/C(=O)O)\CCC=C(C)C)C[C@H]([C@@H]1[C@]2(C)CC[C@@H]2[C@]1(C)CC[C@H]([C@H]2C)O)O)C;-8,302;5,67;516,71
C28;TZMHVHLTPWKZCI-UHFFFAOYSA-N;Clc1c(Cl)cc(c(c1Cl)c1ccc(c(c1Cl)Cl)Cl)Cl;-8,3;7,93;395,32
C1860;ZFFZCBQVQKRBHW-QREUMGABSA-N;CCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](C(C)C)C(C)C.[Cl-];-8,287;2,32;405,02
C1861;PRVPQDZPPCTAMN-UHFFFAOYSA-N;Clc1ccc(nc1)OCCCCCNCCSSCCNCCCCCOc1ccc(cn1)Cl.Cl.Cl;-8,282;8,53;620,53
C29;FTOVXSOBNPWTSH-UHFFFAOYSA-N;c1ccc2c(c1)c1cc3ccccc3c3c1c2ccc3;-8,229;5,64;252,31
C1862;HQVZOORKDNCGCK-UHFFFAOYSA-N;Clc1ccc(c(c1)Cl)Cc1cc(ccc1O)C(CC(C)(C)C)(C)C;-8,224;7;365,34
C1863;KBNIFDASRCWYGC-GXNXWABVSA-J;Cc1cc(ccc1N/N=C/1\C=Cc2c(C1=O)c(N)c(cc2S(=O)(=O)[O-])S(=O)(=O)[O-])c1ccc(c(c1)C)N/N=C/1\C=Cc2c(C1=O)c(N)c(cc2S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+];-8,212;7,74;960,81
C1864;BNXDKTBMUIPKNM-UHFFFAOYSA-L;CC[N+](C1c2ccccc2c2c1cccc2)(CCCCCCCCCC[N+](C1c2ccccc2c2c1cccc2)(CC)CC)CC.[Br-].[Br-];-8,198;5,37;774,75
C1865;FIERVDLXKNFTPK-UHFFFAOYSA-N;CC(Nc1ccnc2c1ccc(c2)Cl)CN1CCN(CC1)CC(Nc1ccnc2c1ccc(c2)Cl)C;-8,193;6,03;523,5
C30;FMMWHPNWAFZXNH-UHFFFAOYSA-N;c1ccc2c(c1)c1ccc3c4c1c(c2)ccc4ccc3;-8,189;5,74;252,31
C1866;BRZHTUISXPQTLF-QYEGGRDRSA-N;CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C[C@H]([C@@]2([C@]1(C)CC[C@@H](C2)OC(=O)CCC(=O)O)O)OC(=O)C)C)C;-8,18;6,54;562,78
C31;ZXQYGBMAQZUVMI-XYRWEVSHSA-N;N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@@H]1[C@H](C1(C)C)/C=C(/C(F)(F)F)\Cl;-8,18;6,54;449,85
C1867;MRLUSTSQCUMQPV-UHFFFAOYSA-N;N(CC1CCC(CC1)CNCCC1CCCCC1)CCC1CCCCC1.Cl.Cl;-8,178;8,3;435,56
C1868;MKUZQGZKPPDJFJ-UHFFFAOYSA-N;C1CCCCCC(C1)NCC1CCC(CC1)CNC1CCCCCCC1.Cl.Cl;-8,178;8,58;435,56
C32;CBFCDTFDPHXCNY-UHFFFAOYSA-N;CCCCCCCCCCCCCCCCCCCC;-8,17;8,05;282,55
C1869;QFLRLGOOCOLLPE-UHFFFAOYSA-L;C[N+](C1c2ccccc2c2c1cccc2)(CCCCCCCCCC[N+](C1c2ccccc2c2c1cccc2)(C)C)C.[Br-].[Br-];-8,165;3,81;718,65
C1870;UDKVBVICMUEIKS-UHFFFAOYSA-N;CCN(CCCC(Nc1c2cc(OC)ccc2nc2c1ccc(c2)Cl)C)CC.Cl.Cl;-8,157;7,65;472,88
C1871;BLABUAQFKZONEO-UHFFFAOYSA-N;CC(CC(C)(C)C)(NCC1CCC(CC1)CNC(CC(C)(C)C)(C)C)C.Cl.Cl;-8,144;8,79;439,59
C1872;HWYDUXWJTPHYRD-UHFFFAOYSA-N;Clc1ccc(cc1)c1nc2c(o1)ccc(c2)C(c1n[nH]nn1)C;-8,143;3,81;325,75
C1873;AHPSBPRPKMMFHX-UHFFFAOYSA-N;C1CCC(CC1)CCNCC1CCC(=CC1)CNCCC1CCCCC1.CC(=O)O.CC(=O)O;-8,135;6,8;480,72
C1874;UONFEYAYBJCNHL-CAOOACKPSA-N;Clc1ccc2c(c1)/C(=C/CCN1CCCCC1)/c1c(S2)cccc1;-8,133;6,05;355,92
C1875;JGWRCGHPVAOURY-UHFFFAOYSA-N;CCCCCCCCC=C([NH2+]Cc1ccccc1Cl)[NH2+]Cc1ccccc1Cl.[Cl-].[Cl-];-8,118;-0,58;492,35
C1876;GBRBCGCLXXISRC-MPQAZLLSSA-N;Clc1ccccc1/C=N/CC1CCC(CC1)C/N=C/c1ccccc1Cl.Cl.Cl;-8,107;7,94;460,27
C1877;CNCOQPXJERKGEX-UHFFFAOYSA-N;CC[NH+](CCOC(=O)C(c1ccc2c(c1)cccc2)c1ccc2c(c1)cccc2)CC.[Cl-];-8,101;1,6;448
C1878;JBCLGHRMQCEPFM-UHFFFAOYSA-N;CCOC(=O)c1c[nH]c2c(c1=O)cc(c(c2)OCC1CC1)OCC1CC1;-8,094;3,28;357,4
C1879;KFKRXESVMDBTNQ-AMPAVEGJSA-N;OC(=O)CCC1=C(C)/C/2=C/c3[nH]c(c(c3C)C(O)C)/C=c/3\[nH]/c(=C\C4=N/C(=C\C1=N2)/C(=C4C)CCC(=O)O)/c(C(O)C)c3C;-8,082;3,06;598,69
C1880;NAMVGYMNDWZPDQ-UHFFFAOYSA-N;O=C1N(c2ccccc2)N(C(=O)C1C1(C2C(=O)N(N(C2=O)c2ccccc2)c2ccccc2)C(=O)N(N(C1=O)c1ccccc1)c1ccccc1)c1ccccc1;-8,063;6,58;752,77
C33;WDECIBYCCFPHNR-UHFFFAOYSA-N;c1ccc2c(c1)c1ccc3c(c1cc2)cccc3;-8,06;5,15;228,29
C1881;FBTUMDXHSRTGRV-WKBHQTPHSA-N;COc1cccc2c1C(=O)c1c(O)c3[C@@H](O[C@H]4C[C@H](N)[C@@H]([C@@H](O4)C)O)C[C@](Cc3c(c1C2=O)O)(O)/C(=N\NC(=O)c1ccccc1)/C;-8,042;3,34;645,66
C1882;PRMOCPYCVSHNMG-UHFFFAOYSA-N;BrCCN(c1ccc(cc1)OC(=O)c1ccccc1C(C)C)CCBr;-8,04;5,63;469,21
C34;HAPOJKSPCGLOOD-UHFFFAOYSA-N;c1ccc2c(c1)c1cc3ccccc3cc1C2;-8,04;4,41;216,28
C1883;LPGWZGMPDKDHEP-HLTPFJCJSA-N;CC[C@@]12CN3CCc4c([C@@](C[C@@H]([C@H]2O1)C3)(C(=O)OC)c1cc2c(cc1OC)N([C@@H]1[C@@]32CCN2[C@H]3[C@@](CC)(C=CC2)[C@H]([C@]1(O)C(=O)OC)OC(=O)C)C)[nH]c1c4cccc1;-8,029;3,95;808,96
C1884;DFAXIWKIBAGXSH-UHFFFAOYSA-N;COc1ccc(cc1)CCCC[NH2+]CCSSCC[NH2+]CCCCc1ccc(cc1)OC.[Cl-].[Cl-];-8,021;-2,43;549,66
C35;KAATUXNTWXVJKI-HBFSDRIKSA-N;N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@@H]1[C@H](C1(C)C)C=C(Cl)Cl;-8,02;6,18;416,3
C1885;CZCHIEJNWPNBDE-UHFFFAOYSA-N;CCc1oc2c(c1C(=O)c1cc(I)c(c(c1)I)O)cccc2;-8,019;5,14;518,08
C1886;OXLHOZMVPXHJLA-UHFFFAOYSA-N;N#CC(c1cccc2c1cccc2)(C(C)C)CC[NH+](CC=C(C)C)CC=C(C)C.[Cl-];-8,012;2,47;425,05
C36;BTAGRXWGMYTPBY-UHFFFAOYSA-N;Clc1c(ccc(c1Cl)Cl)c1ccc(c(c1Cl)Cl)Cl;-8,01;7,27;360,88
C37;KHNYNFUTFKJLDD-UHFFFAOYSA-N;c1ccc2c(c1)ccc1c2c2cccc3c2c1ccc3;-8;5,64;252,31
C38;INISTDXBRIBGOC-BJKOFHAPSA-N;N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@@H](C(C)C)Nc1ccc(cc1Cl)C(F)(F)F;-8;7,47;502,91
C1887;GBABOYUKABKIAF-IELIFDKJSA-N;CCC1=C[C@@H]2CN(C1)Cc1c3ccccc3[nH]c1[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N([C@@H]1[C@@]32CCN2[C@H]3[C@@](CC)(C=CC2)[C@H]([C@]1(O)C(=O)OC)OC(=O)C)C;-7,968;4,69;778,93
C39;BGHCVCJVXZWKCC-UHFFFAOYSA-N;CCCCCCCCCCCCCC;-7,96;5,71;198,39
C1888;ZTYGXAJTOOFVGB-UHFFFAOYSA-N;CC[NH+](CCCCCCCCCCCC1(c2ccccc2)C(=O)Oc2c1cccc2)CC.[Cl-];-7,946;2,72;472,1
C1889;ZTACEXAAXMFRGD-UHFFFAOYSA-N;Cc1ccccc1CN1CCN(CC1)CCOC(c1ccccc1Cl)c1ccccc1.Cl.Cl;-7,945;7,05;507,92
C40;PPQNQXQZIWHJRB-UHFFFAOYSA-N;Cc1ccc2c3c1CCc3c1c(c2)c2ccccc2cc1;-7,92;5,55;268,35
C41;GGMPTLAAIUQMIE-UHFFFAOYSA-N;Clc1c(c2ccccc2)c(Cl)c(c(c1Cl)Cl)Cl;-7,92;6,62;326,43
C42;KQBFUDNJKCZEDQ-UHFFFAOYSA-N;Clc1cc(Cl)c(cc1c1c(Cl)cc(c(c1Cl)Cl)Cl)Cl;-7,92;7,93;395,32
C43;HVVINGXJHBOTJQ-UHFFFAOYSA-N;Cc1ccc2c(c1)ccc1c2cc2cccc3c2c1CC3;-7,92;5,55;268,35
C44;DJEUXBQAKBLKPO-UHFFFAOYSA-N;Clc1ccc(c(c1)Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl;-7,92;7,93;395,32
C45;OPKYDBFRKPQCBS-UHFFFAOYSA-N;Clc1ccc(c(c1)c1ccc(c(c1Cl)Cl)Cl)Cl;-7,909;6,62;326,43
C1890;WLCFKPHMRNPAFZ-UHFFFAOYSA-M;CCCCCCCCCCCC[N+](CCCCCCCCCCCC)(C)C.[Cl-];-7,903;5,91;418,18
C1891;VRNDXFKUQLCBRG-UHFFFAOYSA-N;CCCCCCCCCCCCCC(=O)OCCCN1CCCCC1C;-7,903;6,43;367,61
C1892;UJFIOYBFWBTUIG-UHFFFAOYSA-N;FC(c1ccccc1C[NH2+]CC12CCC(CC1)(CC2)C[NH2+]Cc1ccccc1C(F)(F)F)(F)F.[Cl-].[Cl-];-7,901;-1,1;557,44
C1893;WPRUOIPXURAXBE-UHFFFAOYSA-N;CN(CCC=C1c2cc(Br)ccc2Sc2c1cc(Br)cc2)C.Cl;-7,901;6,86;475,67
C1894;AFCKBLSDCKJRLH-UHFFFAOYSA-N;Brc1ccccc1CNCC1CCC(CC1)CNCc1ccccc1Br.Cl.Cl;-7,899;8,28;553,2
C1895;OYTINQKRJLYRPF-UHFFFAOYSA-N;Brc1ccc(cc1)CNCC1CCC(CC1)CNCc1ccc(cc1)Br.Cl.Cl;-7,899;8,28;553,2
C1896;MMYHZEDBTMXYAF-UHFFFAOYSA-N;Brc1cc(Br)c(c(c1)c1cc(Br)cc(c1O)Br)OP(=O)(O)O;-7,895;5,58;581,77
C1897;GGGATFRVOBEKQO-UHFFFAOYSA-N;Brc1cc(O)c(c(c1)Br)c1c(Br)cc(cc1OP(=O)(O)O)Br;-7,895;5,58;581,77
C1898;DTCVSBBTVQOZPW-DCXSSQDFSA-N;CCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCC)CCCC.[Cl-];-7,894;1,93;390,99
C46;LAHWLEDBADHJGA-UHFFFAOYSA-N;Clc1ccc(c(c1)c1cc(Cl)c(cc1Cl)Cl)Cl;-7,889;6,62;326,43
C1899;VRRFWYJFMGDZAJ-UHFFFAOYSA-N;C[NH+](CCOC(C1c2ccccc2c2c1cccc2)C1c2ccccc2c2c1cccc2)C.[Cl-];-7,884;2,15;468,03
C1900;BJGSKLLZKPRQPU-UHFFFAOYSA-N;CCN(CCN1c2ccccc2Sc2c1cc(cc2)C(C)(C)C)CC.Cl;-7,874;6,8;391,01
C1901;KDQYKOUUVSPPPI-UHFFFAOYSA-N;CCC(c1ccc2c(c1)N(CCCN(C)C)c1c(S2)cccc1)(C)C.Cl;-7,874;6,8;391,01
C47;GBROPGWFBFCKAG-UHFFFAOYSA-N;c1ccc2c(c1)c1ccc3c(c1cc2)ccc1c3cccc1;-7,869;6,3;278,35
C1902;LALCYSXRFOWHLO-UHFFFAOYSA-N;FC(c1ccccc1CNCC1CCC(CC1)CNCc1ccccc1C(F)(F)F)(F)F.Cl.Cl;-7,868;8,8;531,41
C1903;VOCBWIIFXDYGNZ-IXKNJLPQSA-N;CCCCCCC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C;-7,867;6,4;400,59
C1904;YMSBKLBNDJAACW-UHFFFAOYSA-N;FC(c1ccc2c(c1)N(CCCNCCN1CCOCC1)c1c(S2)cccc1)(F)F.Cl;-7,866;5,82;473,98
C48;KVFJBIQWENJTDM-UHFFFAOYSA-N;c1ccc2c(c1)ccc1c2cc2cccc3c2c1CC3;-7,849;5,24;254,33
C1905;FNCVZYRPXOZNSM-UHFFFAOYSA-N;O=C(c1ccccc1)Nc1ccc(c2c1C(=O)c1ccccc1C2=O)Cl;-7,843;4,44;361,78
C1906;MBHNWCYEGXQEIT-UHFFFAOYSA-N;OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F.Cl.Cl;-7,829;5,85;510,44
C1907;ICKMASVVMCGZLR-UHFFFAOYSA-N;CC(=O)Oc1c(I)cc(cc1C(=O)Nc1ccc(cc1)Cl)I;-7,824;4,8;541,51
C1908;XRCJOMAARACHTL-UHFFFAOYSA-N;CCCCCCCC(C(=O)OCC)CCCCCCC;-7,821;5,89;284,48
C49;LCXMEXLGMKFLQO-UHFFFAOYSA-N;Clc1ccc(cc1Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl;-7,82;7,27;360,88
C1909;KEUDYNSIGHFSQH-UHFFFAOYSA-N;BrCCN(c1ccc(cc1)OC(=O)c1cccc(c1)C(F)(F)F)CCBr;-7,808;5,52;495,13
C1910;JJWKNGOUNQRAIP-UHFFFAOYSA-N;BrCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)C(F)(F)F)CCBr;-7,808;5,52;495,13
C50;TXVHTIQJNYSSKO-UHFFFAOYSA-N;c1ccc2c(c1)c1cccc3c1c1c2cccc1cc3;-7,8;5,74;252,31
C51;RKLLTEAEZIJBAU-UHFFFAOYSA-N;Clc1ccc(c(c1)Cl)c1ccc(c(c1)Cl)Cl;-7,8;5,97;291,99
C52;LACXVZHAJMVESG-UHFFFAOYSA-N;Clc1ccc(c(c1)Cl)c1ccc(c(c1Cl)Cl)Cl;-7,8;6,62;326,43
C1911;TYUMAYSMJLPFAN-UHFFFAOYSA-N;COc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)c1c(O)cc(c2c1oc(cc2=O)c1ccc(cc1)O)O)O;-7,788;5,44;552,48
C1912;YWEZXUNAYVCODW-RBUKOAKNSA-N;CCCCCc1cc(O)cc(c1[C@@H]1C=C(C)CC[C@H]1C(=C)C)O;-7,756;5,85;314,46
